index,scene_id,label,timestamp_sec,captured_at,pid,x,y,z,q0,q1,q2,q3,yaw_degrees,pitch_degrees,roll_degrees,fov_degrees
11,scene_1,,0.019701800018083304,2026-08-04T17:26:45.443582+08:00,82956,307.27614443953775,234.28018423358296,142.98686066778242,-0.03020419366657734,0.03137081488966942,-0.7196912169456482,0.6929272413253784,267.8291753197185,355.0082072441439,0.0,63.088285363251714
12,scene_1,,0.027295100037008524,2026-08-04T17:26:49.870147+08:00,82956,380.3852551234099,242.72310780161567,130.59587680537567,-0.02012687176465988,0.014960196800529957,0.5963627099990845,-0.8023233413696289,286.75355313231614,2.8740110543827853,0.0,63.088285363251714
13,scene_1,,0.03942549997009337,2026-08-04T17:26:58.285504+08:00,82956,385.2697489089736,247.59385400190016,114.63622454167604,-0.010369542054831982,0.02377346344292164,-0.9162922501564026,0.3996696174144745,227.13187564079107,357.02756633263647,0.0,63.088285363251714
14,scene_1,,0.02402429998619482,2026-08-04T17:27:03.355809+08:00,82956,392.80362976661524,272.425694707649,113.2113387939605,-0.0561765655875206,0.0040360200218856335,-0.07154680788516998,0.9958457946777344,351.781270710393,353.5426398935559,0.0,63.088285363251714
15,scene_1,,0.02497560001211241,2026-08-04T17:27:09.260560+08:00,82956,385.56075477643424,290.30361716315883,135.04689232772603,-0.2321453094482422,0.09998544305562973,-0.3827269971370697,0.8886120915412903,313.39672772594525,330.7180054988275,0.0,63.088285363251714
16,scene_1,,0.020808100001886487,2026-08-04T17:27:11.940812+08:00,82956,387.65378684832893,294.5298004630063,134.0766486686845,-0.11023372411727905,0.027640487998723984,-0.2416394054889679,0.9636881947517395,331.84725433468407,346.94891187260896,0.0,63.088285363251714
17,scene_1,,0.030232699995394796,2026-08-04T17:27:17.517796+08:00,82956,395.87857934975244,311.28638812667174,130.04701024335387,-0.03426579013466835,0.008647461421787739,-0.24453973770141602,0.9689950942993164,331.67267469949854,355.94948927404164,0.0,63.088285363251714
18,scene_1,,0.029441799968481064,2026-08-04T17:27:26.308482+08:00,82956,414.87807308245164,331.1473072303966,125.79913230332582,-0.021194983273744583,0.006369251292198896,-0.28772327303886414,0.9574578404426575,326.54817501053475,357.46374221303347,0.0,63.088285363251714
19,scene_1,,0.049625499988906085,2026-08-04T17:27:34.580932+08:00,82956,410.9561036443223,332.8387621425591,107.30868335950969,-0.008275708183646202,0.04382781311869621,0.9816579222679138,-0.18535979092121124,201.38576443237315,5.112742798968099,0.0,63.088285363251714
20,scene_1,,0.024278500000946224,2026-08-04T17:27:39.807863+08:00,82956,422.9231917946662,328.3609441643824,107.51754882398777,-0.01641101762652397,0.023308446630835533,-0.8173291683197021,0.5754653811454773,250.29725451283304,356.7329939341122,0.0,63.088285363251714
21,scene_1,,0.02879820001544431,2026-08-04T17:27:43.444168+08:00,82956,431.6915238004939,323.7886298537963,107.84668093772447,-0.010388113558292389,0.016439281404018402,0.8452033996582031,-0.5340908169746399,244.57825515851133,2.2285349124847196,0.0,63.088285363251714
22,scene_1,,0.04282139998394996,2026-08-04T17:28:01.164947+08:00,82956,434.39031821767173,334.32564032356777,144.74695044364353,-0.016218602657318115,0.05317629128694534,-0.9550215005874634,0.29127857089042664,213.92309574830847,353.6260501637001,0.0,63.088285363251714
23,scene_1,,0.02731939998921007,2026-08-04T17:28:07.205618+08:00,82956,470.64086171294366,318.0954236740587,113.50442574960678,-0.010186053812503815,0.022309212014079094,-0.9093925952911377,0.41521507501602173,229.08147117710115,357.1894144952091,0.0,63.088285363251714
24,scene_1,,0.045379500021226704,2026-08-04T17:28:11.387930+08:00,82956,478.70017476806515,308.3349771944214,111.33184250855828,-0.018237650394439697,0.06909757852554321,-0.9644158482551575,0.25454843044281006,209.57099483182472,351.8038649761674,0.0,63.088285363251714
25,scene_1,,0.024611699976958334,2026-08-04T17:28:15.020303+08:00,82956,483.4157069917592,298.1933606190015,111.03252934240498,-0.0008165912586264312,0.0034791005309671164,-0.9735368490219116,0.2285020649433136,206.41797460527172,359.5904991960354,0.0,63.088285363251714
26,scene_1,,0.03184170002350584,2026-08-04T17:28:18.975046+08:00,82956,488.53415457818755,285.6674400146459,110.54351319901815,-0.0034881967585533857,0.01688430830836296,-0.9791736602783203,0.20229139924049377,203.34549596941153,358.0242548570814,0.0,63.088285363251714
27,scene_1,,0.05094619997544214,2026-08-04T17:28:22.565539+08:00,82956,493.1579660005691,275.0208849457432,110.14363072878967,-0.0035029419232159853,0.016857393085956573,-0.9789396524429321,0.20342224836349487,203.47785137514805,358.02693229123605,0.0,63.088285363251714
28,scene_1,,0.028418899979442358,2026-08-04T17:28:22.852398+08:00,82956,493.1579660005691,275.0208849457432,110.14363072878967,-0.0035029419232159853,0.016857393085956573,-0.9789396524429321,0.20342224836349487,203.47785137514805,358.02693229123605,0.0,63.088285363251714
