position_index,layer_position_index,scene_id,layer_id,height_index,grid_x_index,grid_z_index,x,y,z,route_heading_deg,camera_route_yaw_deg,pitch_deg,legacy_anchor,route_bridge,distance_from_previous,distance_to_next
46,46,scene_1.3,scene_1.3_y01,9,0,0,16.46,12.73,-3.39,0.0,180.0,10.0,True,False,1.219111111,1.77
47,47,scene_1.3,scene_1.3_y01,9,0,1,16.46,12.73,-1.62,90.0,270.0,10.0,False,False,1.77,1.219111111
48,48,scene_1.3,scene_1.3_y01,9,1,1,17.679111111,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
49,49,scene_1.3,scene_1.3_y01,9,2,1,18.898222222,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
50,50,scene_1.3,scene_1.3_y01,9,3,1,20.117333333,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
51,51,scene_1.3,scene_1.3_y01,9,4,1,21.336444444,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
52,52,scene_1.3,scene_1.3_y01,9,5,1,22.555555556,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
53,53,scene_1.3,scene_1.3_y01,9,6,1,23.774666667,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
54,54,scene_1.3,scene_1.3_y01,9,7,1,24.993777778,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
55,55,scene_1.3,scene_1.3_y01,9,8,1,26.212888889,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
56,56,scene_1.3,scene_1.3_y01,9,9,1,27.432,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
57,57,scene_1.3,scene_1.3_y01,9,10,1,28.651111111,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
58,58,scene_1.3,scene_1.3_y01,9,11,1,29.870222222,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
59,59,scene_1.3,scene_1.3_y01,9,12,1,31.089333333,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
60,60,scene_1.3,scene_1.3_y01,9,13,1,32.308444444,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
61,61,scene_1.3,scene_1.3_y01,9,14,1,33.527555556,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
62,62,scene_1.3,scene_1.3_y01,9,15,1,34.746666667,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
63,63,scene_1.3,scene_1.3_y01,9,16,1,35.965777778,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
64,64,scene_1.3,scene_1.3_y01,9,17,1,37.184888889,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
65,65,scene_1.3,scene_1.3_y01,9,18,1,38.404,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
66,66,scene_1.3,scene_1.3_y01,9,19,1,39.623111111,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
67,67,scene_1.3,scene_1.3_y01,9,20,1,40.842222222,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
68,68,scene_1.3,scene_1.3_y01,9,21,1,42.061333333,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
69,69,scene_1.3,scene_1.3_y01,9,22,1,43.280444444,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
70,70,scene_1.3,scene_1.3_y01,9,23,1,44.499555556,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
71,71,scene_1.3,scene_1.3_y01,9,24,1,45.718666667,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
72,72,scene_1.3,scene_1.3_y01,9,25,1,46.937777778,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
73,73,scene_1.3,scene_1.3_y01,9,26,1,48.156888889,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
74,74,scene_1.3,scene_1.3_y01,9,27,1,49.376,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
75,75,scene_1.3,scene_1.3_y01,9,28,1,50.595111111,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
76,76,scene_1.3,scene_1.3_y01,9,29,1,51.814222222,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
77,77,scene_1.3,scene_1.3_y01,9,30,1,53.033333333,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
78,78,scene_1.3,scene_1.3_y01,9,31,1,54.252444444,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
79,79,scene_1.3,scene_1.3_y01,9,32,1,55.471555556,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
80,80,scene_1.3,scene_1.3_y01,9,33,1,56.690666667,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
81,81,scene_1.3,scene_1.3_y01,9,34,1,57.909777778,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
82,82,scene_1.3,scene_1.3_y01,9,35,1,59.128888889,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
83,83,scene_1.3,scene_1.3_y01,9,36,1,60.348,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
84,84,scene_1.3,scene_1.3_y01,9,37,1,61.567111111,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
85,85,scene_1.3,scene_1.3_y01,9,38,1,62.786222222,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
86,86,scene_1.3,scene_1.3_y01,9,39,1,64.005333333,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
87,87,scene_1.3,scene_1.3_y01,9,40,1,65.224444444,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
88,88,scene_1.3,scene_1.3_y01,9,41,1,66.443555556,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
89,89,scene_1.3,scene_1.3_y01,9,42,1,67.662666667,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
90,90,scene_1.3,scene_1.3_y01,9,43,1,68.881777778,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
91,91,scene_1.3,scene_1.3_y01,9,44,1,70.100888889,12.73,-1.62,90.0,270.0,10.0,False,False,1.219111111,1.219111111
92,92,scene_1.3,scene_1.3_y01,9,45,1,71.32,12.73,-1.62,0.0,180.0,10.0,False,False,1.219111111,1.77
93,93,scene_1.3,scene_1.3_y01,9,45,2,71.32,12.73,0.15,270.0,90.0,10.0,False,False,1.77,1.219111111
94,94,scene_1.3,scene_1.3_y01,9,44,2,70.100888889,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
95,95,scene_1.3,scene_1.3_y01,9,43,2,68.881777778,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
96,96,scene_1.3,scene_1.3_y01,9,42,2,67.662666667,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
97,97,scene_1.3,scene_1.3_y01,9,41,2,66.443555556,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
98,98,scene_1.3,scene_1.3_y01,9,40,2,65.224444444,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
99,99,scene_1.3,scene_1.3_y01,9,39,2,64.005333333,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
100,100,scene_1.3,scene_1.3_y01,9,38,2,62.786222222,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
101,101,scene_1.3,scene_1.3_y01,9,37,2,61.567111111,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
102,102,scene_1.3,scene_1.3_y01,9,36,2,60.348,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
103,103,scene_1.3,scene_1.3_y01,9,35,2,59.128888889,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
104,104,scene_1.3,scene_1.3_y01,9,34,2,57.909777778,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
105,105,scene_1.3,scene_1.3_y01,9,33,2,56.690666667,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
106,106,scene_1.3,scene_1.3_y01,9,32,2,55.471555556,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
107,107,scene_1.3,scene_1.3_y01,9,31,2,54.252444444,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
108,108,scene_1.3,scene_1.3_y01,9,30,2,53.033333333,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
109,109,scene_1.3,scene_1.3_y01,9,29,2,51.814222222,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
110,110,scene_1.3,scene_1.3_y01,9,28,2,50.595111111,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
111,111,scene_1.3,scene_1.3_y01,9,27,2,49.376,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
112,112,scene_1.3,scene_1.3_y01,9,26,2,48.156888889,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
113,113,scene_1.3,scene_1.3_y01,9,25,2,46.937777778,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
114,114,scene_1.3,scene_1.3_y01,9,24,2,45.718666667,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
115,115,scene_1.3,scene_1.3_y01,9,23,2,44.499555556,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
116,116,scene_1.3,scene_1.3_y01,9,22,2,43.280444444,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
117,117,scene_1.3,scene_1.3_y01,9,21,2,42.061333333,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
118,118,scene_1.3,scene_1.3_y01,9,20,2,40.842222222,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
119,119,scene_1.3,scene_1.3_y01,9,19,2,39.623111111,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
120,120,scene_1.3,scene_1.3_y01,9,18,2,38.404,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
121,121,scene_1.3,scene_1.3_y01,9,17,2,37.184888889,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
122,122,scene_1.3,scene_1.3_y01,9,16,2,35.965777778,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
123,123,scene_1.3,scene_1.3_y01,9,15,2,34.746666667,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
124,124,scene_1.3,scene_1.3_y01,9,14,2,33.527555556,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
125,125,scene_1.3,scene_1.3_y01,9,13,2,32.308444444,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
126,126,scene_1.3,scene_1.3_y01,9,12,2,31.089333333,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
127,127,scene_1.3,scene_1.3_y01,9,11,2,29.870222222,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
128,128,scene_1.3,scene_1.3_y01,9,10,2,28.651111111,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
129,129,scene_1.3,scene_1.3_y01,9,9,2,27.432,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
130,130,scene_1.3,scene_1.3_y01,9,8,2,26.212888889,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
131,131,scene_1.3,scene_1.3_y01,9,7,2,24.993777778,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
132,132,scene_1.3,scene_1.3_y01,9,6,2,23.774666667,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
133,133,scene_1.3,scene_1.3_y01,9,5,2,22.555555556,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
134,134,scene_1.3,scene_1.3_y01,9,4,2,21.336444444,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
135,135,scene_1.3,scene_1.3_y01,9,3,2,20.117333333,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
136,136,scene_1.3,scene_1.3_y01,9,2,2,18.898222222,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
137,137,scene_1.3,scene_1.3_y01,9,1,2,17.679111111,12.73,0.15,270.0,90.0,10.0,False,False,1.219111111,1.219111111
138,138,scene_1.3,scene_1.3_y01,9,0,2,16.46,12.73,0.15,0.0,180.0,10.0,False,False,1.219111111,1.77
139,139,scene_1.3,scene_1.3_y01,9,0,3,16.46,12.73,1.92,90.0,270.0,10.0,False,False,1.77,1.219111111
140,140,scene_1.3,scene_1.3_y01,9,1,3,17.679111111,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
141,141,scene_1.3,scene_1.3_y01,9,2,3,18.898222222,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
142,142,scene_1.3,scene_1.3_y01,9,3,3,20.117333333,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
143,143,scene_1.3,scene_1.3_y01,9,4,3,21.336444444,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
144,144,scene_1.3,scene_1.3_y01,9,5,3,22.555555556,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
145,145,scene_1.3,scene_1.3_y01,9,6,3,23.774666667,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
146,146,scene_1.3,scene_1.3_y01,9,7,3,24.993777778,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
147,147,scene_1.3,scene_1.3_y01,9,8,3,26.212888889,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
148,148,scene_1.3,scene_1.3_y01,9,9,3,27.432,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
149,149,scene_1.3,scene_1.3_y01,9,10,3,28.651111111,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
150,150,scene_1.3,scene_1.3_y01,9,11,3,29.870222222,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
151,151,scene_1.3,scene_1.3_y01,9,12,3,31.089333333,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
152,152,scene_1.3,scene_1.3_y01,9,13,3,32.308444444,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
153,153,scene_1.3,scene_1.3_y01,9,14,3,33.527555556,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
154,154,scene_1.3,scene_1.3_y01,9,15,3,34.746666667,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
155,155,scene_1.3,scene_1.3_y01,9,16,3,35.965777778,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
156,156,scene_1.3,scene_1.3_y01,9,17,3,37.184888889,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
157,157,scene_1.3,scene_1.3_y01,9,18,3,38.404,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
158,158,scene_1.3,scene_1.3_y01,9,19,3,39.623111111,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
159,159,scene_1.3,scene_1.3_y01,9,20,3,40.842222222,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
160,160,scene_1.3,scene_1.3_y01,9,21,3,42.061333333,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
161,161,scene_1.3,scene_1.3_y01,9,22,3,43.280444444,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
162,162,scene_1.3,scene_1.3_y01,9,23,3,44.499555556,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
163,163,scene_1.3,scene_1.3_y01,9,24,3,45.718666667,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
164,164,scene_1.3,scene_1.3_y01,9,25,3,46.937777778,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
165,165,scene_1.3,scene_1.3_y01,9,26,3,48.156888889,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
166,166,scene_1.3,scene_1.3_y01,9,27,3,49.376,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
167,167,scene_1.3,scene_1.3_y01,9,28,3,50.595111111,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
168,168,scene_1.3,scene_1.3_y01,9,29,3,51.814222222,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
169,169,scene_1.3,scene_1.3_y01,9,30,3,53.033333333,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
170,170,scene_1.3,scene_1.3_y01,9,31,3,54.252444444,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
171,171,scene_1.3,scene_1.3_y01,9,32,3,55.471555556,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
172,172,scene_1.3,scene_1.3_y01,9,33,3,56.690666667,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
173,173,scene_1.3,scene_1.3_y01,9,34,3,57.909777778,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
174,174,scene_1.3,scene_1.3_y01,9,35,3,59.128888889,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
175,175,scene_1.3,scene_1.3_y01,9,36,3,60.348,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
176,176,scene_1.3,scene_1.3_y01,9,37,3,61.567111111,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
177,177,scene_1.3,scene_1.3_y01,9,38,3,62.786222222,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
178,178,scene_1.3,scene_1.3_y01,9,39,3,64.005333333,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
179,179,scene_1.3,scene_1.3_y01,9,40,3,65.224444444,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
180,180,scene_1.3,scene_1.3_y01,9,41,3,66.443555556,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
181,181,scene_1.3,scene_1.3_y01,9,42,3,67.662666667,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
182,182,scene_1.3,scene_1.3_y01,9,43,3,68.881777778,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
183,183,scene_1.3,scene_1.3_y01,9,44,3,70.100888889,12.73,1.92,90.0,270.0,10.0,False,False,1.219111111,1.219111111
184,184,scene_1.3,scene_1.3_y01,9,45,3,71.32,12.73,1.92,0.0,180.0,10.0,False,False,1.219111111,1.77
185,185,scene_1.3,scene_1.3_y01,9,45,4,71.32,12.73,3.69,270.0,90.0,10.0,True,False,1.77,1.219111111
186,186,scene_1.3,scene_1.3_y01,9,44,4,70.100888889,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
187,187,scene_1.3,scene_1.3_y01,9,43,4,68.881777778,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
188,188,scene_1.3,scene_1.3_y01,9,42,4,67.662666667,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
189,189,scene_1.3,scene_1.3_y01,9,41,4,66.443555556,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
190,190,scene_1.3,scene_1.3_y01,9,40,4,65.224444444,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
191,191,scene_1.3,scene_1.3_y01,9,39,4,64.005333333,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
192,192,scene_1.3,scene_1.3_y01,9,38,4,62.786222222,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
193,193,scene_1.3,scene_1.3_y01,9,37,4,61.567111111,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
194,194,scene_1.3,scene_1.3_y01,9,36,4,60.348,12.73,3.69,270.0,90.0,10.0,True,False,1.219111111,1.219111111
195,195,scene_1.3,scene_1.3_y01,9,35,4,59.128888889,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
196,196,scene_1.3,scene_1.3_y01,9,34,4,57.909777778,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
197,197,scene_1.3,scene_1.3_y01,9,33,4,56.690666667,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
198,198,scene_1.3,scene_1.3_y01,9,32,4,55.471555556,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
199,199,scene_1.3,scene_1.3_y01,9,31,4,54.252444444,12.73,3.69,270.0,90.0,10.0,False,False,1.219111111,1.219111111
