position_index,layer_position_index,scene_id,layer_id,height_index,grid_x_index,grid_z_index,x,y,z,route_heading_deg,camera_route_yaw_deg,pitch_deg,legacy_anchor,route_bridge,distance_from_previous,distance_to_next
58,39,scene_2,scene_2_y02,2,13,10,3.238571429,5.96,37.177142857,270.0,90.0,4.0,True,False,0.630714286,0.571428571
59,40,scene_2,scene_2_y02,2,12,10,2.667142857,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
60,41,scene_2,scene_2_y02,2,11,10,2.095714286,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
61,42,scene_2,scene_2_y02,2,10,10,1.524285714,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
62,43,scene_2,scene_2_y02,2,9,10,0.952857143,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
63,44,scene_2,scene_2_y02,2,8,10,0.381428571,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
64,45,scene_2,scene_2_y02,2,7,10,-0.19,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
65,46,scene_2,scene_2_y02,2,6,10,-0.761428571,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
66,47,scene_2,scene_2_y02,2,5,10,-1.332857143,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
67,48,scene_2,scene_2_y02,2,4,10,-1.904285714,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
68,49,scene_2,scene_2_y02,2,3,10,-2.475714286,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
69,50,scene_2,scene_2_y02,2,2,10,-3.047142857,5.96,37.177142857,270.0,90.0,4.0,True,False,0.571428571,0.571428571
70,51,scene_2,scene_2_y02,2,1,10,-3.618571429,5.96,37.177142857,180.0,0.0,4.0,True,False,0.571428571,0.630714286
71,52,scene_2,scene_2_y02,2,1,9,-3.618571429,5.96,36.546428571,90.0,270.0,4.0,True,False,0.630714286,0.571428571
72,53,scene_2,scene_2_y02,2,2,9,-3.047142857,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
73,54,scene_2,scene_2_y02,2,3,9,-2.475714286,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
74,55,scene_2,scene_2_y02,2,4,9,-1.904285714,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
75,56,scene_2,scene_2_y02,2,5,9,-1.332857143,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
76,57,scene_2,scene_2_y02,2,6,9,-0.761428571,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
77,58,scene_2,scene_2_y02,2,7,9,-0.19,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
78,59,scene_2,scene_2_y02,2,8,9,0.381428571,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
79,60,scene_2,scene_2_y02,2,9,9,0.952857143,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
80,61,scene_2,scene_2_y02,2,10,9,1.524285714,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
81,62,scene_2,scene_2_y02,2,11,9,2.095714286,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
82,63,scene_2,scene_2_y02,2,12,9,2.667142857,5.96,36.546428571,90.0,270.0,4.0,True,False,0.571428571,0.571428571
83,64,scene_2,scene_2_y02,2,13,9,3.238571429,5.96,36.546428571,180.0,0.0,4.0,True,False,0.571428571,0.630714286
84,65,scene_2,scene_2_y02,2,13,8,3.238571429,5.96,35.915714286,270.0,90.0,4.0,True,False,0.630714286,0.571428571
85,66,scene_2,scene_2_y02,2,12,8,2.667142857,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
86,67,scene_2,scene_2_y02,2,11,8,2.095714286,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
87,68,scene_2,scene_2_y02,2,10,8,1.524285714,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
88,69,scene_2,scene_2_y02,2,9,8,0.952857143,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
89,70,scene_2,scene_2_y02,2,8,8,0.381428571,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
90,71,scene_2,scene_2_y02,2,7,8,-0.19,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
91,72,scene_2,scene_2_y02,2,6,8,-0.761428571,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
92,73,scene_2,scene_2_y02,2,5,8,-1.332857143,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
93,74,scene_2,scene_2_y02,2,4,8,-1.904285714,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
94,75,scene_2,scene_2_y02,2,3,8,-2.475714286,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
95,76,scene_2,scene_2_y02,2,2,8,-3.047142857,5.96,35.915714286,270.0,90.0,4.0,True,False,0.571428571,0.571428571
96,77,scene_2,scene_2_y02,2,1,8,-3.618571429,5.96,35.915714286,180.0,0.0,4.0,True,False,0.571428571,0.630714286
97,78,scene_2,scene_2_y02,2,1,7,-3.618571429,5.96,35.285,90.0,270.0,4.0,True,False,0.630714286,0.571428571
98,79,scene_2,scene_2_y02,2,2,7,-3.047142857,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
99,80,scene_2,scene_2_y02,2,3,7,-2.475714286,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
100,81,scene_2,scene_2_y02,2,4,7,-1.904285714,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
101,82,scene_2,scene_2_y02,2,5,7,-1.332857143,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
102,83,scene_2,scene_2_y02,2,6,7,-0.761428571,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
103,84,scene_2,scene_2_y02,2,7,7,-0.19,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
104,85,scene_2,scene_2_y02,2,8,7,0.381428571,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
105,86,scene_2,scene_2_y02,2,9,7,0.952857143,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
106,87,scene_2,scene_2_y02,2,10,7,1.524285714,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
107,88,scene_2,scene_2_y02,2,11,7,2.095714286,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
108,89,scene_2,scene_2_y02,2,12,7,2.667142857,5.96,35.285,90.0,270.0,4.0,True,False,0.571428571,0.571428571
109,90,scene_2,scene_2_y02,2,13,7,3.238571429,5.96,35.285,180.0,0.0,4.0,True,False,0.571428571,0.630714286
110,91,scene_2,scene_2_y02,2,13,6,3.238571429,5.96,34.654285714,270.0,90.0,4.0,True,False,0.630714286,0.571428571
111,92,scene_2,scene_2_y02,2,12,6,2.667142857,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
112,93,scene_2,scene_2_y02,2,11,6,2.095714286,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
113,94,scene_2,scene_2_y02,2,10,6,1.524285714,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
114,95,scene_2,scene_2_y02,2,9,6,0.952857143,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
115,96,scene_2,scene_2_y02,2,8,6,0.381428571,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
116,97,scene_2,scene_2_y02,2,7,6,-0.19,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
117,98,scene_2,scene_2_y02,2,6,6,-0.761428571,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
118,99,scene_2,scene_2_y02,2,5,6,-1.332857143,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
119,100,scene_2,scene_2_y02,2,4,6,-1.904285714,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
120,101,scene_2,scene_2_y02,2,3,6,-2.475714286,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
121,102,scene_2,scene_2_y02,2,2,6,-3.047142857,5.96,34.654285714,270.0,90.0,4.0,True,False,0.571428571,0.571428571
122,103,scene_2,scene_2_y02,2,1,6,-3.618571429,5.96,34.654285714,137.823351119,317.823351119,4.0,True,False,0.571428571,0.851076449
123,104,scene_2,scene_2_y02,2,2,5,-3.047142857,5.96,34.023571429,90.0,270.0,4.0,True,False,0.851076449,0.571428571
124,105,scene_2,scene_2_y02,2,3,5,-2.475714286,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
125,106,scene_2,scene_2_y02,2,4,5,-1.904285714,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
126,107,scene_2,scene_2_y02,2,5,5,-1.332857143,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
127,108,scene_2,scene_2_y02,2,6,5,-0.761428571,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
128,109,scene_2,scene_2_y02,2,7,5,-0.19,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
129,110,scene_2,scene_2_y02,2,8,5,0.381428571,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
130,111,scene_2,scene_2_y02,2,9,5,0.952857143,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
131,112,scene_2,scene_2_y02,2,10,5,1.524285714,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
132,113,scene_2,scene_2_y02,2,11,5,2.095714286,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
133,114,scene_2,scene_2_y02,2,12,5,2.667142857,5.96,34.023571429,90.0,270.0,4.0,True,False,0.571428571,0.571428571
134,115,scene_2,scene_2_y02,2,13,5,3.238571429,5.96,34.023571429,180.0,0.0,4.0,True,False,0.571428571,0.630714286
135,116,scene_2,scene_2_y02,2,13,4,3.238571429,5.96,33.392857143,270.0,90.0,4.0,True,False,0.630714286,0.571428571
136,117,scene_2,scene_2_y02,2,12,4,2.667142857,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
137,118,scene_2,scene_2_y02,2,11,4,2.095714286,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
138,119,scene_2,scene_2_y02,2,10,4,1.524285714,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
139,120,scene_2,scene_2_y02,2,9,4,0.952857143,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
140,121,scene_2,scene_2_y02,2,8,4,0.381428571,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
141,122,scene_2,scene_2_y02,2,7,4,-0.19,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
142,123,scene_2,scene_2_y02,2,6,4,-0.761428571,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
143,124,scene_2,scene_2_y02,2,5,4,-1.332857143,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
144,125,scene_2,scene_2_y02,2,4,4,-1.904285714,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
145,126,scene_2,scene_2_y02,2,3,4,-2.475714286,5.96,33.392857143,270.0,90.0,4.0,True,False,0.571428571,0.571428571
146,127,scene_2,scene_2_y02,2,2,4,-3.047142857,5.96,33.392857143,180.0,0.0,4.0,True,False,0.571428571,0.630714286
147,128,scene_2,scene_2_y02,2,2,3,-3.047142857,5.96,32.762142857,90.0,270.0,4.0,True,False,0.630714286,0.571428571
148,129,scene_2,scene_2_y02,2,3,3,-2.475714286,5.96,32.762142857,90.0,270.0,4.0,True,False,0.571428571,0.571428571
149,130,scene_2,scene_2_y02,2,4,3,-1.904285714,5.96,32.762142857,90.0,270.0,4.0,True,False,0.571428571,0.571428571
150,131,scene_2,scene_2_y02,2,5,3,-1.332857143,5.96,32.762142857,90.0,270.0,4.0,True,False,0.571428571,0.571428571
151,132,scene_2,scene_2_y02,2,6,3,-0.761428571,5.96,32.762142857,90.0,270.0,4.0,True,False,0.571428571,0.571428571
152,133,scene_2,scene_2_y02,2,7,3,-0.19,5.96,32.762142857,90.0,270.0,4.0,True,False,0.571428571,0.0
153,1,scene_2,scene_2_y03,3,7,1,-0.19,7.82,31.500714286,270.0,90.0,-2.0,True,False,2.24739895,0.571428571
154,2,scene_2,scene_2_y03,3,6,1,-0.761428571,7.82,31.500714286,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
155,3,scene_2,scene_2_y03,3,5,1,-1.332857143,7.82,31.500714286,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
156,4,scene_2,scene_2_y03,3,4,1,-1.904285714,7.82,31.500714286,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
157,5,scene_2,scene_2_y03,3,3,1,-2.475714286,7.82,31.500714286,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
158,6,scene_2,scene_2_y03,3,2,1,-3.047142857,7.82,31.500714286,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
159,7,scene_2,scene_2_y03,3,2,2,-3.047142857,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.630714286,0.571428571
160,8,scene_2,scene_2_y03,3,3,2,-2.475714286,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
161,9,scene_2,scene_2_y03,3,4,2,-1.904285714,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
162,10,scene_2,scene_2_y03,3,5,2,-1.332857143,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
163,11,scene_2,scene_2_y03,3,6,2,-0.761428571,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
164,12,scene_2,scene_2_y03,3,7,2,-0.19,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
165,13,scene_2,scene_2_y03,3,8,2,0.381428571,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
166,14,scene_2,scene_2_y03,3,9,2,0.952857143,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
167,15,scene_2,scene_2_y03,3,10,2,1.524285714,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
168,16,scene_2,scene_2_y03,3,11,2,2.095714286,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
169,17,scene_2,scene_2_y03,3,12,2,2.667142857,7.82,32.131428571,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
170,18,scene_2,scene_2_y03,3,13,2,3.238571429,7.82,32.131428571,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
171,19,scene_2,scene_2_y03,3,13,3,3.238571429,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.630714286,0.571428571
172,20,scene_2,scene_2_y03,3,12,3,2.667142857,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
173,21,scene_2,scene_2_y03,3,11,3,2.095714286,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
174,22,scene_2,scene_2_y03,3,10,3,1.524285714,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
175,23,scene_2,scene_2_y03,3,9,3,0.952857143,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
176,24,scene_2,scene_2_y03,3,8,3,0.381428571,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
177,25,scene_2,scene_2_y03,3,7,3,-0.19,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
178,26,scene_2,scene_2_y03,3,6,3,-0.761428571,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
179,27,scene_2,scene_2_y03,3,5,3,-1.332857143,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
180,28,scene_2,scene_2_y03,3,4,3,-1.904285714,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
181,29,scene_2,scene_2_y03,3,3,3,-2.475714286,7.82,32.762142857,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
182,30,scene_2,scene_2_y03,3,2,3,-3.047142857,7.82,32.762142857,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
183,31,scene_2,scene_2_y03,3,2,4,-3.047142857,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.630714286,0.571428571
184,32,scene_2,scene_2_y03,3,3,4,-2.475714286,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
185,33,scene_2,scene_2_y03,3,4,4,-1.904285714,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
186,34,scene_2,scene_2_y03,3,5,4,-1.332857143,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
187,35,scene_2,scene_2_y03,3,6,4,-0.761428571,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
188,36,scene_2,scene_2_y03,3,7,4,-0.19,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
189,37,scene_2,scene_2_y03,3,8,4,0.381428571,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
190,38,scene_2,scene_2_y03,3,9,4,0.952857143,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
191,39,scene_2,scene_2_y03,3,10,4,1.524285714,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
192,40,scene_2,scene_2_y03,3,11,4,2.095714286,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
193,41,scene_2,scene_2_y03,3,12,4,2.667142857,7.82,33.392857143,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
194,42,scene_2,scene_2_y03,3,13,4,3.238571429,7.82,33.392857143,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
195,43,scene_2,scene_2_y03,3,13,5,3.238571429,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.630714286,0.571428571
196,44,scene_2,scene_2_y03,3,12,5,2.667142857,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
197,45,scene_2,scene_2_y03,3,11,5,2.095714286,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
198,46,scene_2,scene_2_y03,3,10,5,1.524285714,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
199,47,scene_2,scene_2_y03,3,9,5,0.952857143,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
200,48,scene_2,scene_2_y03,3,8,5,0.381428571,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
201,49,scene_2,scene_2_y03,3,7,5,-0.19,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
202,50,scene_2,scene_2_y03,3,6,5,-0.761428571,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
203,51,scene_2,scene_2_y03,3,5,5,-1.332857143,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
204,52,scene_2,scene_2_y03,3,4,5,-1.904285714,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
205,53,scene_2,scene_2_y03,3,3,5,-2.475714286,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
206,54,scene_2,scene_2_y03,3,2,5,-3.047142857,7.82,34.023571429,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
207,55,scene_2,scene_2_y03,3,1,5,-3.618571429,7.82,34.023571429,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
208,56,scene_2,scene_2_y03,3,1,6,-3.618571429,7.82,34.654285714,90.0,270.0,-2.0,True,False,0.630714286,0.571428571
209,57,scene_2,scene_2_y03,3,2,6,-3.047142857,7.82,34.654285714,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
210,58,scene_2,scene_2_y03,3,3,6,-2.475714286,7.82,34.654285714,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
211,59,scene_2,scene_2_y03,3,4,6,-1.904285714,7.82,34.654285714,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
212,60,scene_2,scene_2_y03,3,5,6,-1.332857143,7.82,34.654285714,90.0,270.0,-2.0,True,False,0.571428571,2.285714286
213,61,scene_2,scene_2_y03,3,9,6,0.952857143,7.82,34.654285714,90.0,270.0,-2.0,True,False,2.285714286,0.571428571
214,62,scene_2,scene_2_y03,3,10,6,1.524285714,7.82,34.654285714,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
215,63,scene_2,scene_2_y03,3,11,6,2.095714286,7.82,34.654285714,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
216,64,scene_2,scene_2_y03,3,12,6,2.667142857,7.82,34.654285714,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
217,65,scene_2,scene_2_y03,3,13,6,3.238571429,7.82,34.654285714,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
218,66,scene_2,scene_2_y03,3,13,7,3.238571429,7.82,35.285,270.0,90.0,-2.0,True,False,0.630714286,0.571428571
219,67,scene_2,scene_2_y03,3,12,7,2.667142857,7.82,35.285,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
220,68,scene_2,scene_2_y03,3,11,7,2.095714286,7.82,35.285,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
221,69,scene_2,scene_2_y03,3,10,7,1.524285714,7.82,35.285,270.0,90.0,-2.0,True,False,0.571428571,2.857142857
222,70,scene_2,scene_2_y03,3,5,7,-1.332857143,7.82,35.285,270.0,90.0,-2.0,True,False,2.857142857,0.571428571
223,71,scene_2,scene_2_y03,3,4,7,-1.904285714,7.82,35.285,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
224,72,scene_2,scene_2_y03,3,3,7,-2.475714286,7.82,35.285,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
225,73,scene_2,scene_2_y03,3,2,7,-3.047142857,7.82,35.285,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
226,74,scene_2,scene_2_y03,3,1,7,-3.618571429,7.82,35.285,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
227,75,scene_2,scene_2_y03,3,1,8,-3.618571429,7.82,35.915714286,90.0,270.0,-2.0,True,False,0.630714286,0.571428571
228,76,scene_2,scene_2_y03,3,2,8,-3.047142857,7.82,35.915714286,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
229,77,scene_2,scene_2_y03,3,3,8,-2.475714286,7.82,35.915714286,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
230,78,scene_2,scene_2_y03,3,4,8,-1.904285714,7.82,35.915714286,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
231,79,scene_2,scene_2_y03,3,5,8,-1.332857143,7.82,35.915714286,90.0,270.0,-2.0,True,False,0.571428571,2.857142857
232,80,scene_2,scene_2_y03,3,10,8,1.524285714,7.82,35.915714286,90.0,270.0,-2.0,True,False,2.857142857,0.571428571
233,81,scene_2,scene_2_y03,3,11,8,2.095714286,7.82,35.915714286,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
234,82,scene_2,scene_2_y03,3,12,8,2.667142857,7.82,35.915714286,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
235,83,scene_2,scene_2_y03,3,13,8,3.238571429,7.82,35.915714286,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
236,84,scene_2,scene_2_y03,3,13,9,3.238571429,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.630714286,0.571428571
237,85,scene_2,scene_2_y03,3,12,9,2.667142857,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
238,86,scene_2,scene_2_y03,3,11,9,2.095714286,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
239,87,scene_2,scene_2_y03,3,10,9,1.524285714,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
240,88,scene_2,scene_2_y03,3,9,9,0.952857143,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
241,89,scene_2,scene_2_y03,3,8,9,0.381428571,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.571428571,1.142857143
242,90,scene_2,scene_2_y03,3,6,9,-0.761428571,7.82,36.546428571,270.0,90.0,-2.0,True,False,1.142857143,0.571428571
243,91,scene_2,scene_2_y03,3,5,9,-1.332857143,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
244,92,scene_2,scene_2_y03,3,4,9,-1.904285714,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
245,93,scene_2,scene_2_y03,3,3,9,-2.475714286,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
246,94,scene_2,scene_2_y03,3,2,9,-3.047142857,7.82,36.546428571,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
247,95,scene_2,scene_2_y03,3,1,9,-3.618571429,7.82,36.546428571,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
248,96,scene_2,scene_2_y03,3,1,10,-3.618571429,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.630714286,0.571428571
249,97,scene_2,scene_2_y03,3,2,10,-3.047142857,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
250,98,scene_2,scene_2_y03,3,3,10,-2.475714286,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
251,99,scene_2,scene_2_y03,3,4,10,-1.904285714,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
252,100,scene_2,scene_2_y03,3,5,10,-1.332857143,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
253,101,scene_2,scene_2_y03,3,6,10,-0.761428571,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
254,102,scene_2,scene_2_y03,3,7,10,-0.19,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
255,103,scene_2,scene_2_y03,3,8,10,0.381428571,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
256,104,scene_2,scene_2_y03,3,9,10,0.952857143,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
257,105,scene_2,scene_2_y03,3,10,10,1.524285714,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
258,106,scene_2,scene_2_y03,3,11,10,2.095714286,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
259,107,scene_2,scene_2_y03,3,12,10,2.667142857,7.82,37.177142857,90.0,270.0,-2.0,True,False,0.571428571,0.571428571
260,108,scene_2,scene_2_y03,3,13,10,3.238571429,7.82,37.177142857,0.0,180.0,-2.0,True,False,0.571428571,0.630714286
261,109,scene_2,scene_2_y03,3,13,11,3.238571429,7.82,37.807857143,270.0,90.0,-2.0,True,False,0.630714286,0.571428571
262,110,scene_2,scene_2_y03,3,12,11,2.667142857,7.82,37.807857143,270.0,90.0,-2.0,True,False,0.571428571,0.571428571
