trajectory_id,keyframe_count,duration_sec,start_score,end_score,score_gain
kcd2_scene1_traj_0376,8,20.407514,3.140337,7.101753,3.961416
kcd2_scene1_traj_0377,10,22.381074,3.082108,7.101753,4.019645
kcd2_scene1_traj_0378,9,21.220398,3.180241,7.101753,3.921512
kcd2_scene1_traj_0379,9,19.690984,3.464664,7.101753,3.637088
kcd2_scene1_traj_0380,9,20.380266,3.967927,7.101753,3.133826
kcd2_scene1_traj_0381,8,14.932899,3.342446,7.101753,3.759306
kcd2_scene1_traj_0382,9,21.948261,3.464556,7.101753,3.637197
kcd2_scene1_traj_0383,7,16.176622,2.844973,7.101753,4.25678
kcd2_scene1_traj_0384,8,18.97143,2.973944,7.101753,4.127809
kcd2_scene1_traj_0385,9,21.423157,3.123518,7.101753,3.978235
kcd2_scene1_traj_0386,9,20.897376,3.083729,7.101753,4.018023
kcd2_scene1_traj_0387,9,22.198451,3.396245,7.101753,3.705508
kcd2_scene1_traj_0388,6,12.217037,3.240839,7.101753,3.860914
kcd2_scene1_traj_0389,5,11.59857,4.548801,7.101753,2.552952
kcd2_scene1_traj_0390,8,20.208257,2.984592,7.101753,4.117161
kcd2_scene1_traj_0391,9,22.070147,3.57598,7.101753,3.525773
kcd2_scene1_traj_0392,9,22.07921,3.096674,7.101753,4.005079
kcd2_scene1_traj_0393,9,22.011383,3.418609,7.101753,3.683144
kcd2_scene1_traj_0394,7,14.009386,3.110243,7.101753,3.991509
kcd2_scene1_traj_0395,9,22.2058,3.151613,7.101753,3.95014
kcd2_scene1_traj_0396,5,10.219193,4.39849,7.101753,2.703263
kcd2_scene1_traj_0397,6,12.395973,3.689251,7.101753,3.412501
kcd2_scene1_traj_0398,10,23.619476,2.933532,7.101753,4.168221
kcd2_scene1_traj_0399,7,14.929773,3.766129,7.101753,3.335624
kcd2_scene1_traj_0400,9,20.638425,3.288015,7.101753,3.813737
kcd2_scene1_traj_0401,7,16.570296,2.986756,7.101753,4.114997
kcd2_scene1_traj_0402,10,22.156581,3.311275,7.101753,3.790478
kcd2_scene1_traj_0403,10,21.886372,2.902256,7.101753,4.199497
kcd2_scene1_traj_0404,9,20.449644,3.082108,7.101753,4.019645
kcd2_scene1_traj_0405,9,21.82902,3.014032,7.101753,4.087721
kcd2_scene1_traj_0406,10,22.48593,3.433102,7.101753,3.668651
kcd2_scene1_traj_0407,5,11.59122,3.474038,7.101753,3.627715
kcd2_scene1_traj_0408,10,23.238815,3.49846,7.101753,3.603293
kcd2_scene1_traj_0409,9,21.75213,3.644978,7.101753,3.456775
kcd2_scene1_traj_0410,9,22.077496,3.470459,7.101753,3.631293
kcd2_scene1_traj_0411,9,20.953315,3.108227,7.101753,3.993526
kcd2_scene1_traj_0412,9,21.764181,3.704659,7.101753,3.397093
kcd2_scene1_traj_0413,7,16.113019,3.606216,7.101753,3.495537
kcd2_scene1_traj_0414,9,21.247047,3.547773,7.101753,3.553979
kcd2_scene1_traj_0415,9,21.027394,3.308894,7.101753,3.792859
kcd2_scene1_traj_0416,9,21.314873,3.183849,7.101753,3.917904
kcd2_scene1_traj_0417,8,19.284745,3.531991,7.101753,3.569762
kcd2_scene1_traj_0418,10,22.638613,2.96102,7.101753,4.140732
kcd2_scene1_traj_0419,9,21.938717,3.396245,7.101753,3.705508
kcd2_scene1_traj_0420,9,21.821671,2.965102,7.101753,4.136651
kcd2_scene1_traj_0421,8,20.208257,2.984592,7.101753,4.117161
kcd2_scene1_traj_0422,9,22.020789,3.288015,7.101753,3.813737
kcd2_scene1_traj_0423,9,20.892838,2.902256,7.101753,4.199497
kcd2_scene1_traj_0424,10,21.89091,3.184109,7.101753,3.917644
kcd2_scene1_traj_0425,10,23.151828,2.96102,7.101753,4.140732
kcd2_scene1_traj_0426,10,22.437642,3.130643,7.101753,3.97111
kcd2_scene1_traj_0427,9,20.638425,3.288015,7.101753,3.813737
kcd2_scene1_traj_0428,9,20.953315,3.108227,7.101753,3.993526
kcd2_scene1_traj_0429,10,23.888754,2.965102,7.101753,4.136651
kcd2_scene1_traj_0430,5,11.59857,4.548801,7.101753,2.552952
kcd2_scene1_traj_0431,9,21.761055,2.987096,7.101753,4.114657
kcd2_scene1_traj_0432,7,14.999313,3.582251,7.101753,3.519502
kcd2_scene1_traj_0433,9,21.688046,3.587878,7.101753,3.513875
kcd2_scene1_traj_0434,6,13.330743,4.620866,7.101753,2.480887
kcd2_scene1_traj_0435,7,15.730163,3.394363,7.101753,3.70739
kcd2_scene1_traj_0436,5,11.331486,3.698732,7.101753,3.40302
kcd2_scene1_traj_0437,9,22.267991,3.713077,7.101753,3.388676
kcd2_scene1_traj_0438,6,13.076191,3.634676,7.101753,3.467077
kcd2_scene1_traj_0439,9,19.644891,3.102059,7.101753,3.999694
kcd2_scene1_traj_0440,9,22.207514,3.128625,7.101753,3.973128
kcd2_scene1_traj_0441,6,14.572753,3.196173,7.101753,3.90558
kcd2_scene1_traj_0442,10,21.841992,2.962409,7.101753,4.139344
kcd2_scene1_traj_0443,8,16.846819,3.682554,7.101753,3.419199
kcd2_scene1_traj_0444,7,14.743186,3.108845,7.101753,3.992907
kcd2_scene1_traj_0445,8,18.958898,3.132018,7.101753,3.969735
kcd2_scene1_traj_0446,9,20.580935,3.130347,7.101753,3.971406
kcd2_scene1_traj_0447,5,11.391963,3.554398,7.101753,3.547355
kcd2_scene1_traj_0448,9,21.632751,2.992438,7.101753,4.109315
kcd2_scene1_traj_0449,6,12.944761,4.12044,7.101753,2.981313
kcd2_scene1_traj_0450,9,22.136561,3.161114,7.101753,3.940639
kcd2_scene1_traj_0451,6,14.504926,3.169985,7.101753,3.931768
kcd2_scene1_traj_0452,6,12.944761,3.519716,7.101753,3.582036
kcd2_scene1_traj_0453,9,20.710952,3.477101,7.101753,3.624652
kcd2_scene1_traj_0454,10,22.510952,3.200339,7.101753,3.901414
kcd2_scene1_traj_0455,9,20.764534,3.071338,7.101753,4.030415
kcd2_scene1_traj_0456,10,20.513108,2.901857,7.101753,4.199896
kcd2_scene1_traj_0457,9,20.582648,3.138165,7.101753,3.963588
kcd2_scene1_traj_0458,9,22.267991,3.173759,7.101753,3.927994
kcd2_scene1_traj_0459,9,22.008257,3.502543,7.101753,3.599209
kcd2_scene1_traj_0460,9,21.559742,2.915615,7.101753,4.186138
kcd2_scene1_traj_0461,8,18.898421,3.538638,7.101753,3.563115
kcd2_scene1_traj_0462,10,22.496707,3.352262,7.101753,3.749491
kcd2_scene1_traj_0463,9,20.965985,3.082108,7.101753,4.019645
kcd2_scene1_traj_0464,10,22.051661,3.025004,7.101753,4.076748
kcd2_scene1_traj_0465,8,19.155029,3.137172,7.101753,3.964581
kcd2_scene1_traj_0466,10,21.690241,3.747282,7.101753,3.354471
kcd2_scene1_traj_0467,8,20.27186,3.14672,7.101753,3.955033
kcd2_scene1_traj_0468,8,19.026725,3.130229,7.101753,3.971524
kcd2_scene1_traj_0469,5,11.659047,3.474814,7.101753,3.626939
kcd2_scene1_traj_0470,8,17.789897,3.443468,7.101753,3.658285
kcd2_scene1_traj_0471,10,21.821671,3.458037,7.101753,3.643716
kcd2_scene1_traj_0472,8,18.172753,3.1239,7.101753,3.977852
kcd2_scene1_traj_0473,7,15.262173,3.01841,7.101753,4.083343
kcd2_scene1_traj_0474,8,19.958068,3.334133,7.101753,3.76762
kcd2_scene1_traj_0475,7,15.110422,3.586919,7.101753,3.514833
kcd2_scene1_traj_0476,7,16.173496,2.844973,7.101753,4.25678
kcd2_scene1_traj_0477,5,11.402439,4.643956,7.101753,2.457797
kcd2_scene1_traj_0478,9,21.892485,3.115938,7.101753,3.985815
kcd2_scene1_traj_0479,9,20.764534,3.128326,7.101753,3.973427
kcd2_scene1_traj_0480,6,13.008364,3.732063,7.101753,3.36969
kcd2_scene1_traj_0481,9,22.266277,3.100514,7.101753,4.001239
kcd2_scene1_traj_0482,7,15.238726,3.005265,7.101753,4.096488
kcd2_scene1_traj_0483,5,11.45979,3.577866,7.101753,3.523887
kcd2_scene1_traj_0484,9,22.202674,3.289426,7.101753,3.812326
kcd2_scene1_traj_0485,10,22.895221,3.317915,7.101753,3.783838
kcd2_scene1_traj_0486,7,15.926294,3.667965,7.101753,3.433787
kcd2_scene1_traj_0487,9,22.139687,3.150712,7.101753,3.951041
kcd2_scene1_traj_0488,6,13.39122,3.310616,7.101753,3.791136
kcd2_scene1_traj_0489,9,21.764181,3.085865,7.101753,4.015888
kcd2_scene1_traj_0490,6,12.88741,4.04534,7.101753,3.056413
kcd2_scene1_traj_0491,10,22.380935,3.137047,7.101753,3.964706
kcd2_scene1_traj_0492,9,22.080622,3.470459,7.101753,3.631293
kcd2_scene1_traj_0493,8,16.484423,2.991005,7.101753,4.110748
kcd2_scene1_traj_0494,10,21.572413,3.130643,7.101753,3.97111
kcd2_scene1_traj_0495,8,20.208257,2.984592,7.101753,4.117161
kcd2_scene1_traj_0496,9,21.016918,3.097606,7.101753,4.004147
kcd2_scene1_traj_0497,6,12.947887,4.111523,7.101753,2.99023
kcd2_scene1_traj_0498,10,23.420219,3.615373,7.101753,3.48638
kcd2_scene1_traj_0499,9,21.154285,3.118108,7.101753,3.983645
kcd2_scene1_traj_0500,7,16.176622,3.103371,7.101753,3.998382
kcd2_scene1_traj_0501,6,14.373496,3.212801,7.101753,3.888952
kcd2_scene1_traj_0502,9,22.139687,3.41773,7.101753,3.684022
kcd2_scene1_traj_0503,7,16.244449,3.096674,7.101753,4.005079
kcd2_scene1_traj_0504,10,22.119789,3.139935,7.101753,3.961818
kcd2_scene1_traj_0505,5,11.391963,3.813656,7.101753,3.288096
kcd2_scene1_traj_0506,7,16.372753,3.110243,7.101753,3.991509
kcd2_scene1_traj_0507,7,15.309679,3.517508,7.101753,3.584244
kcd2_scene1_traj_0508,9,22.465534,3.151613,7.101753,3.95014
kcd2_scene1_traj_0509,9,21.73946,3.158861,7.101753,3.942892
kcd2_scene1_traj_0510,5,10.093084,4.166425,7.101753,2.935328
kcd2_scene1_traj_0511,5,10.478927,4.512036,7.101753,2.589716
kcd2_scene1_traj_0512,9,22.334104,3.267793,7.101753,3.83396
kcd2_scene1_traj_0513,5,11.402439,3.689251,7.101753,3.412501
kcd2_scene1_traj_0514,10,23.364924,2.933532,7.101753,4.168221
kcd2_scene1_traj_0515,6,13.202439,4.620866,7.101753,2.480887
kcd2_scene1_traj_0516,6,14.504926,3.713077,7.101753,3.388676
kcd2_scene1_traj_0517,6,13.076191,3.634676,7.101753,3.467077
kcd2_scene1_traj_0518,8,17.983972,3.288015,7.101753,3.813737
kcd2_scene1_traj_0519,10,23.612127,3.412024,7.101753,3.689729
kcd2_scene1_traj_0520,10,23.74778,3.502455,7.101753,3.599298
kcd2_scene1_traj_0521,7,16.113019,3.682554,7.101753,3.419199
kcd2_scene1_traj_0522,10,23.023524,3.089357,7.101753,4.012395
kcd2_scene1_traj_0523,6,13.060533,3.554398,7.101753,3.547355
kcd2_scene1_traj_0524,9,21.635877,2.992438,7.101753,4.109315
kcd2_scene1_traj_0525,6,12.947887,3.954307,7.101753,3.147445
kcd2_scene1_traj_0526,7,16.304926,3.161114,7.101753,3.940639
kcd2_scene1_traj_0527,5,11.530743,4.089581,7.101753,3.012172
kcd2_scene1_traj_0528,9,20.955029,2.569575,7.101753,4.532177
kcd2_scene1_traj_0529,8,19.0372,3.572966,7.101753,3.528787
kcd2_scene1_traj_0530,10,22.313108,3.071338,7.101753,4.030415
kcd2_scene1_traj_0531,10,23.084002,2.902256,7.101753,4.199497
kcd2_scene1_traj_0532,6,14.504926,3.173759,7.101753,3.927994
kcd2_scene1_traj_0533,7,16.176622,3.502543,7.101753,3.599209
kcd2_scene1_traj_0534,9,22.076084,3.140337,7.101753,3.961416
kcd2_scene1_traj_0535,10,22.884745,3.528285,7.101753,3.573468
kcd2_scene1_traj_0536,9,20.706251,3.082108,7.101753,4.019645
kcd2_scene1_traj_0537,10,22.566247,3.500184,7.101753,3.601569
kcd2_scene1_traj_0538,6,13.076191,4.367782,7.101753,2.733971
kcd2_scene1_traj_0539,8,16.592267,3.24231,7.101753,3.859443
kcd2_scene1_traj_0540,6,13.39857,3.967927,7.101753,3.133826
kcd2_scene1_traj_0541,9,22.07186,3.1239,7.101753,3.977852
kcd2_scene1_traj_0542,6,13.330743,4.569206,7.101753,2.532547
kcd2_scene1_traj_0543,10,23.304586,3.086889,7.101753,4.014864
kcd2_scene1_traj_0544,7,14.7449,2.844973,7.101753,4.25678
kcd2_scene1_traj_0545,7,15.130743,3.332238,7.101753,3.769515
kcd2_scene1_traj_0546,10,20.510121,3.593196,7.101753,3.508557
kcd2_scene1_traj_0547,5,11.331486,3.474038,7.101753,3.627715
kcd2_scene1_traj_0548,6,14.504926,3.19698,7.101753,3.904773
kcd2_scene1_traj_0549,5,11.45979,3.577866,7.101753,3.523887
kcd2_scene1_traj_0550,9,22.2058,3.289426,7.101753,3.812326
kcd2_scene1_traj_0551,7,15.926294,3.667965,7.101753,3.433787
kcd2_scene1_traj_0552,10,21.551461,3.123518,7.101753,3.978235
kcd2_scene1_traj_0553,10,22.566247,3.928301,7.101753,3.173452
kcd2_scene1_traj_0554,9,22.334104,3.470459,7.101753,3.631293
kcd2_scene1_traj_0555,7,16.113019,3.240839,7.101753,3.860914
kcd2_scene1_traj_0556,6,13.53,3.108227,7.101753,3.993526
kcd2_scene1_traj_0557,9,19.831958,3.704659,7.101753,3.397093
kcd2_scene1_traj_0558,5,11.260533,3.577559,7.101753,3.524193
kcd2_scene1_traj_0559,6,12.947887,3.652898,7.101753,3.448854
kcd2_scene1_traj_0560,9,21.154285,3.118108,7.101753,3.983645
kcd2_scene1_traj_0561,6,14.245192,4.107689,7.101753,2.994064
kcd2_scene1_traj_0562,6,14.572753,3.536139,7.101753,3.565614
kcd2_scene1_traj_0563,9,20.8372,2.969079,7.101753,4.132673
kcd2_scene1_traj_0564,7,14.812727,3.110243,7.101753,3.991509
kcd2_scene1_traj_0565,7,15.309679,3.517508,7.101753,3.584244
kcd2_scene1_traj_0566,7,16.372753,3.312168,7.101753,3.789585
kcd2_scene1_traj_0567,6,13.144157,2.742354,7.101753,4.359399
kcd2_scene1_traj_0568,9,21.504447,2.987096,7.101753,4.114657
kcd2_scene1_traj_0569,6,13.330743,3.689251,7.101753,3.412501
kcd2_scene1_traj_0570,6,13.202439,4.328559,7.101753,2.773193
kcd2_scene1_traj_0571,9,19.167699,3.102059,7.101753,3.999694
kcd2_scene1_traj_0572,10,23.233494,3.551657,7.101753,3.550096
kcd2_scene1_traj_0573,8,17.784715,3.682554,7.101753,3.419199
kcd2_scene1_traj_0574,6,14.512276,4.038109,7.101753,3.063643
kcd2_scene1_traj_0575,7,15.926432,3.126914,7.101753,3.974839
kcd2_scene1_traj_0576,7,16.304926,3.07652,7.101753,4.025232
kcd2_scene1_traj_0577,6,13.459047,3.310137,7.101753,3.791615
kcd2_scene1_traj_0578,10,22.569716,3.071338,7.101753,4.030415
kcd2_scene1_traj_0579,6,14.504926,3.173759,7.101753,3.927994
kcd2_scene1_traj_0580,6,14.504926,3.246315,7.101753,3.855438
kcd2_scene1_traj_0581,9,21.821671,3.018076,7.101753,4.083676
kcd2_scene1_traj_0582,10,22.565015,3.082108,7.101753,4.019645
kcd2_scene1_traj_0583,9,20.835487,3.068099,7.101753,4.033654
kcd2_scene1_traj_0584,10,22.895221,2.96102,7.101753,4.140732
kcd2_scene1_traj_0585,6,13.202439,4.569206,7.101753,2.532547
kcd2_scene1_traj_0586,7,16.057724,3.941568,7.101753,3.160185
kcd2_scene1_traj_0587,6,13.333869,3.332238,7.101753,3.769515
kcd2_scene1_traj_0588,6,12.745504,4.392327,7.101753,2.709425
kcd2_scene1_traj_0589,9,22.465534,3.289426,7.101753,3.812326
kcd2_scene1_traj_0590,6,13.39122,3.310616,7.101753,3.791136
kcd2_scene1_traj_0591,10,22.884745,3.528058,7.101753,3.573695
kcd2_scene1_traj_0592,9,22.33723,3.470459,7.101753,3.631293
kcd2_scene1_traj_0593,7,14.944157,2.991005,7.101753,4.110748
kcd2_scene1_traj_0594,9,21.824797,2.965102,7.101753,4.136651
kcd2_scene1_traj_0595,7,16.312276,3.162986,7.101753,3.938767
kcd2_scene1_traj_0596,9,21.086459,3.097606,7.101753,4.004147
kcd2_scene1_traj_0597,6,12.947887,4.252367,7.101753,2.849386
kcd2_scene1_traj_0598,7,16.176622,3.103371,7.101753,3.998382
kcd2_scene1_traj_0599,7,15.915175,3.790115,7.101753,3.311638
kcd2_scene1_traj_0600,6,14.313019,3.517508,7.101753,3.584244
kcd2_scene1_traj_0601,6,13.144157,3.711069,7.101753,3.390684
kcd2_scene1_traj_0602,5,11.399313,3.689251,7.101753,3.412501
kcd2_scene1_traj_0603,7,16.976535,4.052876,7.101753,3.048877
kcd2_scene1_traj_0604,6,12.944761,4.315371,7.101753,2.786382
kcd2_scene1_traj_0605,7,15.238726,3.173759,7.101753,3.927994
kcd2_scene1_traj_0606,9,21.880434,3.352262,7.101753,3.749491
kcd2_scene1_traj_0607,9,18.978918,3.099758,7.101753,4.001995
kcd2_scene1_traj_0608,9,21.092094,3.068099,7.101753,4.033654
kcd2_scene1_traj_0609,9,21.015205,3.857718,7.101753,3.244035
kcd2_scene1_traj_0610,6,12.947887,4.31538,7.101753,2.786373
kcd2_scene1_traj_0611,6,12.81347,2.844973,7.101753,4.25678
kcd2_scene1_traj_0612,9,20.64,3.49846,7.101753,3.603293
kcd2_scene1_traj_0613,9,20.707183,3.083729,7.101753,4.018023
kcd2_scene1_traj_0614,7,14.812727,2.991005,7.101753,4.110748
kcd2_scene1_traj_0615,7,15.33,3.108227,7.101753,3.993526
kcd2_scene1_traj_0616,7,14.61347,3.103371,7.101753,3.998382
kcd2_scene1_traj_0617,6,14.444449,3.790115,7.101753,3.311638
kcd2_scene1_traj_0618,8,16.718515,3.517508,7.101753,3.584244
kcd2_scene1_traj_0619,7,13.877956,2.742354,7.101753,4.359399
kcd2_scene1_traj_0620,6,12.136239,3.689251,7.101753,3.412501
kcd2_scene1_traj_0621,6,13.332155,3.528285,7.101753,3.573468
kcd2_scene1_traj_0622,6,13.332155,3.500184,7.101753,3.601569
kcd2_scene1_traj_0623,7,14.195973,3.317653,7.101753,3.7841
kcd2_scene1_traj_0624,8,16.647562,3.16551,7.101753,3.936243
kcd2_scene1_traj_0625,9,20.64,3.123518,7.101753,3.978235
kcd2_scene1_traj_0626,6,13.53,2.965102,7.101753,4.136651
kcd2_scene1_traj_0627,7,14.684423,3.110243,7.101753,3.991509
kcd2_scene1_traj_0628,7,15.046819,3.517508,7.101753,3.584244
kcd2_scene1_traj_0629,6,13.144157,2.742354,7.101753,4.359399
kcd2_scene1_traj_0630,5,9.306457,3.218769,7.101753,3.882984
kcd2_scene1_traj_0631,9,21.025981,3.018076,7.101753,4.083676
kcd2_scene1_traj_0632,10,21.690241,3.068099,7.101753,4.033654
kcd2_scene1_traj_0633,7,15.397826,3.01841,7.101753,4.083343
kcd2_scene1_traj_0634,9,20.748121,3.49846,7.101753,3.603293
kcd2_scene1_traj_0635,7,15.178249,3.790115,7.101753,3.311638
kcd2_scene1_traj_0636,9,21.620701,3.352262,7.101753,3.749491
kcd2_scene1_traj_0637,10,22.150945,3.310616,7.101753,3.791136
kcd2_scene1_traj_0638,7,16.113019,3.110243,7.101753,3.991509
kcd2_scene1_traj_0639,6,13.588763,3.528285,7.101753,3.573468
kcd2_scene1_traj_0640,5,11.45979,3.310616,7.101753,3.791136
kcd2_scene1_traj_0641,8,17.784715,3.605772,7.101753,3.49598
kcd2_scene1_traj_0642,9,21.957324,3.018076,7.101753,4.083676
kcd2_scene1_traj_0643,7,15.33,3.352262,7.101753,3.749491
kcd2_scene1_traj_0644,10,23.692485,2.987096,7.101753,4.114657
kcd2_scene1_traj_0645,6,13.199313,3.689251,7.101753,3.412501
kcd2_scene1_traj_0646,9,20.111532,2.933532,7.101753,4.168221
kcd2_scene1_traj_0647,7,15.189507,3.887712,7.101753,3.214041
kcd2_scene1_traj_0648,7,17.418632,3.15411,7.101753,3.947643
kcd2_scene1_traj_0649,10,22.628137,3.210413,7.101753,3.891339
kcd2_scene1_traj_0650,9,22.267991,3.21805,7.101753,3.883702
kcd2_scene1_traj_0651,6,13.462173,3.630753,7.101753,3.470999
kcd2_scene1_traj_0652,9,20.638425,3.547773,7.101753,3.553979
kcd2_scene1_traj_0653,6,14.441323,3.181125,7.101753,3.920628
kcd2_scene1_traj_0654,8,17.658467,3.167553,7.101753,3.9342
kcd2_scene1_traj_0655,9,18.719184,2.988959,7.101753,4.112794
kcd2_scene1_traj_0656,7,16.113019,3.682554,7.101753,3.419199
kcd2_scene1_traj_0657,8,17.784715,3.490279,7.101753,3.611474
kcd2_scene1_traj_0658,10,22.884745,3.393059,7.101753,3.708693
kcd2_scene1_traj_0659,10,22.578779,3.046616,7.101753,4.055137
kcd2_scene1_traj_0660,7,17.095295,3.554398,7.101753,3.547355
kcd2_scene1_traj_0661,7,16.180846,4.052876,7.101753,3.048877
kcd2_scene1_traj_0662,9,20.443869,3.20497,7.101753,3.896782
kcd2_scene1_traj_0663,9,22.008257,3.161114,7.101753,3.940639
kcd2_scene1_traj_0664,7,16.176622,2.665838,7.101753,4.435914
kcd2_scene1_traj_0665,6,13.590477,4.089581,7.101753,3.012172
kcd2_scene1_traj_0666,6,13.462173,4.267775,7.101753,2.833978
kcd2_scene1_traj_0667,9,21.823083,3.422563,7.101753,3.67919
kcd2_scene1_traj_0668,8,19.221142,3.071338,7.101753,4.030415
kcd2_scene1_traj_0669,9,20.506856,2.902256,7.101753,4.199497
kcd2_scene1_traj_0670,10,21.447878,3.146625,7.101753,3.955128
kcd2_scene1_traj_0671,10,22.626725,3.18521,7.101753,3.916543
kcd2_scene1_traj_0672,6,14.504926,3.173759,7.101753,3.927994
kcd2_scene1_traj_0673,6,14.242066,3.502543,7.101753,3.599209
kcd2_scene1_traj_0674,9,20.133202,2.915615,7.101753,4.186138
kcd2_scene1_traj_0675,9,20.151688,3.163681,7.101753,3.938072
kcd2_scene1_traj_0676,9,21.025981,3.018076,7.101753,4.083676
kcd2_scene1_traj_0677,10,23.87921,3.099758,7.101753,4.001995
kcd2_scene1_traj_0678,10,22.884745,3.180241,7.101753,3.921512
kcd2_scene1_traj_0679,9,21.880434,3.068099,7.101753,4.033654
kcd2_scene1_traj_0680,9,21.564924,3.240766,7.101753,3.860987
kcd2_scene1_traj_0681,9,20.151688,3.130229,7.101753,3.971524
kcd2_scene1_traj_0682,9,19.776182,3.464664,7.101753,3.637088
kcd2_scene1_traj_0683,7,15.981589,4.097495,7.101753,3.004258
kcd2_scene1_traj_0684,7,16.237099,3.170648,7.101753,3.931104
kcd2_scene1_traj_0685,9,21.433633,3.433102,7.101753,3.668651
kcd2_scene1_traj_0686,7,15.989897,3.503039,7.101753,3.598713
kcd2_scene1_traj_0687,9,22.011383,3.2573,7.101753,3.844453
kcd2_scene1_traj_0688,9,19.962907,2.852469,7.101753,4.249284
kcd2_scene1_traj_0689,10,22.883031,3.385045,7.101753,3.716708
kcd2_scene1_traj_0690,7,16.304926,3.219125,7.101753,3.882627
kcd2_scene1_traj_0691,7,16.176622,3.941568,7.101753,3.160185
kcd2_scene1_traj_0692,10,21.455367,3.115938,7.101753,3.985815
kcd2_scene1_traj_0693,10,22.952572,3.128326,7.101753,3.973427
kcd2_scene1_traj_0694,10,22.954285,3.193283,7.101753,3.90847
kcd2_scene1_traj_0695,6,14.245192,3.005265,7.101753,4.096488
kcd2_scene1_traj_0696,6,13.52265,3.577866,7.101753,3.523887
kcd2_scene1_traj_0697,10,23.564181,3.065515,7.101753,4.036238
kcd2_scene1_traj_0698,10,22.895221,3.317915,7.101753,3.783838
kcd2_scene1_traj_0699,7,16.304926,2.666669,7.101753,4.435083
kcd2_scene1_traj_0700,9,22.136561,3.183681,7.101753,3.918072
kcd2_scene1_traj_0701,9,20.313851,3.123518,7.101753,3.978235
kcd2_scene1_traj_0702,10,23.432751,3.085865,7.101753,4.015888
kcd2_scene1_traj_0703,10,22.756441,3.362353,7.101753,3.7394
kcd2_scene1_traj_0704,9,22.134848,3.247713,7.101753,3.85404
kcd2_scene1_traj_0705,10,21.807886,3.137047,7.101753,3.964706
kcd2_scene1_traj_0706,8,19.286459,3.143984,7.101753,3.957769
kcd2_scene1_traj_0707,10,22.496707,3.128574,7.101753,3.973178
kcd2_scene1_traj_0708,9,21.938717,3.470459,7.101753,3.631293
kcd2_scene1_traj_0709,6,14.184715,4.514283,7.101753,2.58747
kcd2_scene1_traj_0710,7,15.192633,3.616314,7.101753,3.485438
kcd2_scene1_traj_0711,7,15.997385,3.108227,7.101753,3.993526
kcd2_scene1_traj_0712,10,22.637543,3.161107,7.101753,3.940645
kcd2_scene1_traj_0713,7,17.107965,3.162986,7.101753,3.938767
kcd2_scene1_traj_0714,7,17.226725,3.097606,7.101753,4.004147
kcd2_scene1_traj_0715,6,12.944761,4.111523,7.101753,2.99023
kcd2_scene1_traj_0716,7,15.92942,3.792388,7.101753,3.309365
kcd2_scene1_traj_0717,8,19.087202,3.118108,7.101753,3.983645
kcd2_scene1_traj_0718,7,16.176622,3.103371,7.101753,3.998382
kcd2_scene1_traj_0719,7,16.304926,3.212801,7.101753,3.888952
kcd2_scene1_traj_0720,8,20.208257,3.754714,7.101753,3.347039
kcd2_scene1_traj_0721,7,16.244449,3.096674,7.101753,4.005079
kcd2_scene1_traj_0722,7,15.611542,3.217884,7.101753,3.883869
kcd2_scene1_traj_0723,10,22.952572,3.566319,7.101753,3.535433
kcd2_scene1_traj_0724,9,19.505973,3.155804,7.101753,3.945949
kcd2_scene1_traj_0725,7,15.915175,3.790115,7.101753,3.311638
kcd2_scene1_traj_0726,7,16.12555,3.289359,7.101753,3.812394
kcd2_scene1_traj_0727,9,18.779661,3.151613,7.101753,3.95014
kcd2_scene1_traj_0728,9,21.73946,3.158861,7.101753,3.942892
kcd2_scene1_traj_0729,5,9.425698,3.731148,7.101753,3.370605
kcd2_scene1_traj_0730,8,17.398733,3.739082,7.101753,3.36267
kcd2_scene1_traj_0731,10,23.432751,2.987096,7.101753,4.114657
kcd2_scene1_traj_0732,7,15.061203,3.689251,7.101753,3.412501
kcd2_scene1_traj_0733,10,21.515844,2.933532,7.101753,4.168221
kcd2_scene1_traj_0734,8,18.97143,3.290823,7.101753,3.81093
kcd2_scene1_traj_0735,10,21.949975,3.210413,7.101753,3.891339
kcd2_scene1_traj_0736,9,22.267991,3.21805,7.101753,3.883702
kcd2_scene1_traj_0737,6,12.816457,3.506593,7.101753,3.59516
kcd2_scene1_traj_0738,9,19.842735,3.288015,7.101753,3.813737
kcd2_scene1_traj_0739,6,14.444449,3.440544,7.101753,3.661209
kcd2_scene1_traj_0740,9,19.969325,2.988959,7.101753,4.112794
kcd2_scene1_traj_0741,7,15.853285,3.340459,7.101753,3.761294
kcd2_scene1_traj_0742,8,17.784715,3.490279,7.101753,3.611474
kcd2_scene1_traj_0743,8,18.283862,3.132018,7.101753,3.969735
kcd2_scene1_traj_0744,10,22.82568,3.089357,7.101753,4.012395
kcd2_scene1_traj_0745,7,17.358155,3.167372,7.101753,3.934381
kcd2_scene1_traj_0746,9,21.892485,3.284955,7.101753,3.816798
kcd2_scene1_traj_0747,7,17.355029,3.126914,7.101753,3.974839
kcd2_scene1_traj_0748,9,18.035386,3.07652,7.101753,4.025232
kcd2_scene1_traj_0749,8,15.972526,2.665838,7.101753,4.435914
kcd2_scene1_traj_0750,9,20.955029,2.569575,7.101753,4.532177
kcd2_scene1_traj_0751,9,20.895964,3.200339,7.101753,3.901414
kcd2_scene1_traj_0752,10,22.438286,3.071338,7.101753,4.030415
