trajectory_id,family_id,variant_index,start_score,end_score,terminal_gain,keyframe_count,real_control_point_count,interpolated_keyframe_count,duration_sec,path_xyz_length,net_xyz_distance,path_to_net_ratio,max_xyz_step,max_speed_mps,max_abs_tangential_acceleration_mps2,max_yaw_step_deg,max_pitch_step_deg,max_sampled_turn_deg,target_distance_total_increase,start_anchor_node_id,target_anchor_node_id,physical_curve_signature_1cm,pose_curve_signature_exact
scene_3_2_terminalgain_globalmax_interp_0769,family_01,769,6.541645,6.735721,0.194076,30,2,28,2.9,3.046651,3.008362,1.012727,0.194352,1.94352,2.060953,0.20383,0.020533,1.679313,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,b7b8d0438bcba7d4ff698f214aef3d650fbd20b6,91f59725221b91cf1ec524a3ca54b09d67d5bb94
scene_3_2_terminalgain_globalmax_interp_0770,family_01,770,6.541645,6.735721,0.194076,30,2,28,2.9,3.009781,3.008362,1.000472,0.194352,1.94352,2.057205,0.063047,0.070812,0.321463,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,fa7a70f65702ace88e5e24f6bd6717731d8fbe9a,90e0d80c6e9fc251138ab17a3c63a913f109ce9d
scene_3_2_terminalgain_globalmax_interp_0771,family_01,771,6.541645,6.735721,0.194076,30,2,28,2.9,3.021577,3.008362,1.004393,0.194352,1.94352,2.058238,0.077734,0.121091,0.982082,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,479cc1148e99a3d44c38bd65dd79a7b191abb396,4e6e1a6ed02e89f4161b958a85fdc596091e99ae
scene_3_2_terminalgain_globalmax_interp_0772,family_01,772,6.541645,6.735721,0.194076,30,2,28,2.9,3.032255,3.008362,1.007942,0.194352,1.94352,2.059307,0.218516,0.171371,1.323227,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,50e352a54ae433c5b38f094e33f482eff7bd38fa,77bcb4f0a5248408692882ee4cc74c6fce05f649
scene_3_2_terminalgain_globalmax_interp_0773,family_01,773,6.541645,6.735721,0.194076,30,2,28,2.9,3.018681,3.008362,1.00343,0.194352,1.94352,2.057962,0.316455,0.172375,0.867303,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,b459a6a71cd480c2122f28143108fe30609d1ce9,dd7d4e2189de687de387726cc62ec53bcaa1e611
scene_3_2_terminalgain_globalmax_interp_0774,family_01,774,6.541645,6.735721,0.194076,30,2,28,2.9,3.033992,3.008362,1.008519,0.194352,1.94352,2.059482,0.175673,0.122096,1.370883,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,539aca94bac64e6e182317271b200f0387bed534,901ce2d50cd8ff0659e30222207685513c4d0098
scene_3_2_terminalgain_globalmax_interp_0775,family_01,775,6.541645,6.735721,0.194076,30,2,28,2.9,3.034238,3.008362,1.008601,0.194352,1.94352,2.059518,0.034892,0.071817,1.377453,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,24c8ded3bcb818d4d987937f545dd158fa7687ed,c85d030bd94e088307fdcbac9df324d7300e14da
scene_3_2_terminalgain_globalmax_interp_0776,family_01,776,6.541645,6.735721,0.194076,30,2,28,2.9,3.037662,3.008362,1.009739,0.194352,1.94352,2.05989,0.10589,0.021538,1.466466,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,12e04bff6f01a8ca6496c5c8decd80ad52f65595,f41f35f0530a8fd86eed3b8764e64b25efbbd6b0
scene_3_2_terminalgain_globalmax_interp_0777,family_01,777,6.541645,6.735721,0.194076,30,2,28,2.9,3.042871,3.008362,1.011471,0.194352,1.94352,2.060488,0.246672,0.028741,1.593148,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,ceb78ece2ad3d1ef49becb219a87bd6d54a3ba37,c4eae74971da8a5f3dd352f14aefe40691cd5736
scene_3_2_terminalgain_globalmax_interp_0778,family_01,778,6.541645,6.735721,0.194076,30,2,28,2.9,3.023177,3.008362,1.004924,0.194352,1.94352,2.058376,0.288299,0.079021,1.040166,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,9232ce351ddb364c626a98bb3da87a8c2ab7be02,a51dd3a497043df8628fe6f3dc181909512800a2
scene_3_2_terminalgain_globalmax_interp_0779,family_01,779,6.541645,6.735721,0.194076,30,2,28,2.9,3.015187,3.008362,1.002269,0.194352,1.94352,2.05766,0.147517,0.1293,0.704872,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,23d8a4ea719dcc860eefbf902422f73a652a51a7,22234d9514a9c5966dffe78d155fcc9abfd9ec21
scene_3_2_terminalgain_globalmax_interp_0780,family_01,780,6.541645,6.735721,0.194076,30,2,28,2.9,3.030229,3.008362,1.007269,0.194352,1.94352,2.059067,0.006735,0.165193,1.265425,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,85914ccbea795408bf3a462af1419ecdb954bc3a,4df641cf4b74814bb45d9e9f0573c00d5dbdb20b
scene_3_2_terminalgain_globalmax_interp_0781,family_01,781,6.541645,6.735721,0.194076,30,2,28,2.9,3.031091,3.008362,1.007555,0.194352,1.94352,2.059161,0.134046,0.114914,1.290163,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,d7555ff70bf0f09a63991ebc6227887ebbce1998,8ab60ac0be7d7fff0e6d85ea28e0ab6a9ce7b427
scene_3_2_terminalgain_globalmax_interp_0782,family_01,782,6.541645,6.735721,0.194076,30,2,28,2.9,3.012159,3.008362,1.001262,0.194352,1.94352,2.05741,0.274828,0.064634,0.525604,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,ecef23995c9a47c14fc366e5b2a67ea863ee9c60,220157863c297a96f3a6ed2081e2c2ca69c494ef
